Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-06,EQ,"26,026.00","26,494.40","25,999.60","25,957.85","26,389.15",26401.0,"26,372.10","27,298.95","21,410.00","20,370","53,71,99,582.40","7,362",25675.983802193823,25298.510721933384,24847.69484357845
2023-11-07,EQ,"26,487.95","26,750.00","26,320.00","26,401.00","26,613.25",26685.55,"26,590.28","27,298.95","21,410.00","17,181","45,68,47,566.75","7,226",25715.57463348034,25325.97684625153,24865.98195956275
2023-11-08,EQ,"26,669.05","26,701.85","26,200.05","26,685.55","26,275.00",26270.5,"26,400.09","27,298.95","21,410.00","28,452","75,11,35,452.80","10,565",25737.336412559544,25344.680275038638,24879.957263447697
2023-11-09,EQ,"26,399.90","26,399.90","25,885.35","26,270.50","25,960.50",25951.4,"26,012.01","27,298.95","21,410.00","23,367","60,78,22,626.10","10,099",25745.73106304741,25356.694527018062,24890.61838520444
2023-11-10,EQ,"25,960.50","26,471.95","25,758.05","25,951.40","26,301.00",26358.5,"26,225.57","27,298.95","21,410.00","41,966","1,10,05,82,142.85","17,016",25769.761217437703,25376.532259156324,24905.224172416336
2023-11-12,EQ,"26,495.00","26,495.00","26,200.00","26,358.50","26,350.00",26302.3,"26,319.71","27,298.95","21,410.00","2,144","5,64,29,468.25",976,25790.64509126368,25394.86429362848,24919.12542443209
2023-11-13,EQ,"26,300.00","26,345.25","26,075.25","26,302.30","26,196.00",26196.2,"26,194.23","27,298.95","21,410.00","10,644","27,88,11,409.35","4,595",25806.54920533177,25410.732327418013,24931.83263413924
2023-11-15,EQ,"26,305.00","26,399.95","26,145.20","26,196.20","26,170.20",26203.45,"26,262.96","27,298.95","21,410.00","15,802","41,50,07,358.20","7,966",25822.113942377586,25426.4297070731,24944.48554325228
2023-11-16,EQ,"26,200.00","26,275.00","25,966.95","26,203.45","26,150.00",26174.4,"26,164.86","27,298.95","21,410.00","16,298","42,64,34,922.05","5,355",25835.929081892187,25441.24100000235,24956.723498045794
2023-11-17,EQ,"26,200.00","26,480.00","26,068.05","26,174.40","26,200.00",26199.8,"26,268.62","27,298.95","21,410.00","18,638","48,95,94,553.65","6,575",25850.19852966112,25456.26197029933,24969.09241846325
2023-11-20,EQ,"26,199.80","26,315.00","25,905.05","26,199.80","25,980.00",25953.65,"26,084.42","27,298.95","21,410.00","19,776","51,58,45,555.30","5,312",25854.25545006657,25466.111238214195,24978.889011314364
2023-11-21,EQ,"26,003.00","26,195.40","25,856.95","25,953.65","25,954.90",25937.05,"25,939.63","27,298.95","21,410.00","12,026","31,19,49,956.75","3,981",25857.502295162,25475.43675824956,24988.42295150029
2023-11-22,EQ,"25,930.35","26,100.00","25,880.05","25,937.05","26,000.00",25997.05,"25,962.98","27,298.95","21,410.00","39,407","1,02,31,23,140.00","4,676",25862.97475417525,25485.765733333727,24998.45904153512
2023-11-23,EQ,"26,100.00","26,100.00","25,869.60","25,997.05","25,898.05",25922.2,"25,940.18","27,298.95","21,410.00","57,461","1,49,05,48,465.50","3,436",25865.29731283505,25494.40799603999,25007.650493858157
2023-11-24,EQ,"25,922.20","26,046.85","25,600.00","25,922.20","25,600.00",25645.4,"25,799.93","27,298.95","21,410.00","13,597","35,08,01,712.70","6,021",25856.6738888023,25497.397936712463,25013.99626008842
2023-11-28,EQ,"25,615.00","26,331.00","25,600.00","25,645.40","26,078.00",26067.45,"26,050.07","27,298.95","21,410.00","16,523","43,04,25,357.35","7,818",25864.93961865319,25508.686096381523,25024.47838685371
2023-11-29,EQ,"26,242.10","26,242.10","25,916.05","26,067.45","26,080.00",26106.9,"26,066.74","27,298.95","21,410.00","15,622","40,72,14,673.00","7,004",25874.428261058947,25520.53191625516,25035.24875116362
2023-11-30,EQ,"26,243.00","26,950.00","26,107.00","26,106.90","26,945.00",26741.75,"26,581.89","27,298.95","21,410.00","42,932","1,14,12,13,911.35","14,915",25908.44087827233,25544.714452566936,25052.228863092343
2023-12-01,EQ,"26,839.95","27,065.45","26,625.00","26,741.75","27,050.00",27026.55,"26,893.92","27,298.95","21,410.00","16,305","43,85,05,332.00","6,253",25952.288294810667,25574.057730733926,25071.873849529235
2023-12-04,EQ,"27,120.15","27,915.00","27,051.70","27,026.55","27,700.00",27717.0,"27,556.39","27,915.00","21,410.00","29,221","80,52,25,157.05","12,821",26021.492675406327,25616.492231115437,25098.193512718
2023-12-05,EQ,"27,749.90","28,050.00","27,601.00","27,717.00","28,000.00",28003.85,"27,813.01","28,050.00","21,410.00","20,686","57,53,39,950.50","7,628",26099.23217833157,25663.766642380477,25127.10551756658
2023-12-06,EQ,"28,000.00","28,043.45","27,613.00","28,003.85","27,899.70",27799.1,"27,794.66","28,050.00","21,410.00","14,937","41,51,68,806.35","6,660",26165.893661534254,25706.050471244223,25153.69252734204
2023-12-07,EQ,"27,900.00","28,149.80","27,551.00","27,799.10","28,000.10",28020.5,"27,953.24","28,149.80","21,410.00","19,069","53,30,40,341.50","7,833",26238.62332186625,25751.88115498196,25182.21797483117
2023-12-08,EQ,"27,880.50","28,151.00","27,536.05","28,020.50","27,678.95",27670.25,"27,842.08","28,151.00","21,410.00","21,927","61,04,93,266.45","6,249",26294.76554453816,25789.868656863506,25206.974512395045
2023-12-11,EQ,"27,880.00","28,381.60","27,742.85","27,670.25","28,251.35",28302.6,"28,108.56","28,381.60","21,410.00","22,308","62,70,45,672.05","10,103",26373.5041506347,25839.62571316324,25237.776756052805
2023-12-12,EQ,"28,250.00","28,800.00","28,200.05","28,302.60","28,650.00",28606.8,"28,584.43","28,800.00","21,410.00","19,543","55,86,25,473.05","9,008",26461.084380021573,25894.421243595647,25271.299375395563
2023-12-13,EQ,"28,507.50","28,932.45","28,220.05","28,606.80","28,420.05",28536.85,"28,524.94","28,932.45","21,410.00","16,860","48,09,30,439.70","7,227",26542.486953354062,25946.746565504644,25303.792416436405
2023-12-14,EQ,"28,550.00","28,892.00","28,465.70","28,536.85","28,745.95",28733.05,"28,678.57","28,932.45","21,410.00","16,406","47,05,00,610.50","6,901",26628.391386555864,26001.920890940197,25337.914382442013
2023-12-15,EQ,"28,799.00","28,997.65","28,640.00","28,733.05","28,844.85",28758.9,"28,760.71","28,997.65","21,410.00","18,437","53,02,61,217.70","9,588",26711.94074394583,26056.51453666415,25371.954040328164
2023-12-18,EQ,"28,789.00","28,859.30","28,480.00","28,758.90","28,500.20",28557.0,"28,622.51","28,997.65","21,410.00","9,633","27,57,20,671.25","5,070",26784.29600888913,26106.02910029456,25403.64603992689
2023-12-19,EQ,"28,700.00","28,724.65","28,407.05","28,557.00","28,575.00",28585.95,"28,566.44","28,997.65","21,410.00","11,149","31,84,87,199.70","5,253",26854.949106579752,26155.13644484318,25435.31075594752
2023-12-20,EQ,"28,779.90","28,779.90","28,108.55","28,585.95","28,158.20",28253.0,"28,423.58","28,997.65","21,410.00","15,113","42,95,65,606.45","6,712",26909.77463181192,26196.67829742054,25463.34746484356
2023-12-21,EQ,"28,005.00","28,498.00","27,950.00","28,253.00","28,140.00",28213.8,"28,250.08","28,997.65","21,410.00","32,973","93,14,89,983.75","12,634",26960.912881544784,26236.621301432016,25490.71515176054
2023-12-22,EQ,"28,213.80","28,372.35","27,905.75","28,213.80","28,184.95",28186.55,"28,174.72","28,997.65","21,410.00","21,741","61,25,46,623.45","7,416",27008.97708226852,26275.23375090861,25517.53937910621
2023-12-26,EQ,"28,370.00","28,860.00","28,257.20","28,186.55","28,513.40",28606.75,"28,596.69","28,997.65","21,410.00","15,472","44,24,48,025.60","7,453",27071.634843748187,26321.40238950448,25548.27779324445
