Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-06,EQ,"24,150.05","24,390.50","24,058.70","23,999.05","24,280.00",24289.55,"24,274.55","24,745.00","17,880.00","74,276","1,80,30,16,349.70","22,106",23182.63620458541,22634.75405585082,21772.372382978072
2023-11-07,EQ,"24,287.00","24,480.00","24,120.05","24,289.55","24,320.05",24369.5,"24,338.48","24,745.00","17,880.00","52,965","1,28,90,87,332.35","18,434",23229.17988283697,22669.105460685456,21798.21444881909
2023-11-08,EQ,"24,369.05","24,412.70","24,220.05","24,369.50","24,290.00",24281.55,"24,302.32","24,745.00","17,880.00","36,305","88,22,95,593.50","15,048",23270.449299196305,22701.035055523367,21822.9242552985
2023-11-09,EQ,"24,350.00","24,415.00","24,192.35","24,281.55","24,210.00",24226.75,"24,268.22","24,745.00","17,880.00","42,223","1,02,46,77,137.00","19,018",23307.951287463115,22731.24723264172,21846.84291942489
2023-11-10,EQ,"24,226.75","24,249.50","24,055.65","24,226.75","24,120.15",24137.2,"24,134.23","24,745.00","17,880.00","28,317","68,34,08,908.95","13,001",23340.470844817504,22759.087881500294,21869.63254211717
2023-11-12,EQ,"24,340.00","24,348.00","24,141.00","24,137.20","24,300.00",24283.35,"24,280.67","24,745.00","17,880.00","6,358","15,43,76,468.35","2,584",23377.446497961915,22789.27128978742,21893.649631250337
2023-11-13,EQ,"24,298.00","24,298.00","24,032.00","24,283.35","24,032.05",24085.85,"24,095.37","24,745.00","17,880.00","28,528","68,73,92,821.30","13,617",23405.22702745361,22814.946115732226,21915.46257024287
2023-11-15,EQ,"24,245.00","24,249.00","24,008.00","24,085.85","24,120.00",24174.05,"24,135.23","24,745.00","17,880.00","76,697","1,85,10,99,388.40","26,994",23435.37694794562,22841.859063935543,21937.936077006623
2023-11-16,EQ,"24,195.05","24,272.50","24,046.00","24,174.05","24,065.00",24082.9,"24,142.98","24,745.00","17,880.00","69,418","1,67,59,57,460.95","24,714",23460.770008810498,22866.434131976424,21959.27900161353
2023-11-17,EQ,"24,100.00","24,484.90","24,064.60","24,082.90","24,335.00",24373.05,"24,361.19","24,745.00","17,880.00","70,051","1,70,65,25,618.05","26,454",23496.5456947395,22896.26810956105,21983.29662348802
2023-11-20,EQ,"24,375.05","24,403.80","24,166.00","24,373.05","24,329.65",24302.55,"24,275.48","24,745.00","17,880.00","54,115","1,31,36,67,465.80","15,591",23528.153706710506,22924.11527570836,22006.37377151301
2023-11-21,EQ,"24,305.00","24,419.85","24,180.25","24,302.55","24,330.00",24373.45,"24,303.13","24,745.00","17,880.00","45,329","1,10,16,36,360.55","15,232",23561.30258095715,22952.814973219083,22029.92676881139
2023-11-22,EQ,"24,370.05","24,520.00","24,260.00","24,373.45","24,367.00",24350.85,"24,356.91","24,745.00","17,880.00","36,821","89,68,45,927.75","11,989",23592.265224841187,22980.49883513553,22053.020532305807
2023-11-23,EQ,"24,414.05","24,589.90","24,351.15","24,350.85","24,414.80",24393.3,"24,472.92","24,745.00","17,880.00","36,814","90,09,46,095.70","15,225",23623.678353278785,23008.47509582592,22076.30689516844
2023-11-24,EQ,"24,450.00","24,472.85","24,108.05","24,393.30","24,189.90",24138.95,"24,196.20","24,745.00","17,880.00","40,412","97,78,16,905.75","12,478",23643.885084522757,23030.86073749273,22096.83070715681
2023-11-28,EQ,"24,138.00","24,260.00","23,883.15","24,138.95","24,222.00",24218.6,"24,085.66","24,745.00","17,880.00","87,697","2,11,22,40,508.40","25,133",23666.422924345392,23054.38032684931,22117.94283942391
2023-11-29,EQ,"24,221.00","24,335.00","24,011.05","24,218.60","24,078.00",24067.5,"24,118.68","24,745.00","17,880.00","62,715","1,51,26,02,711.20","23,346",23682.15143711616,23074.442102555266,22137.34141813611
2023-11-30,EQ,"24,080.00","24,340.20","23,965.35","24,067.50","24,200.00",24236.15,"24,171.68","24,745.00","17,880.00","1,47,203","3,55,81,43,707.15","33,979",23703.876870954744,23097.446219336347,22158.225085617345
2023-12-01,EQ,"24,339.95","24,365.00","24,156.40","24,236.15","24,350.00",24338.6,"24,257.36","24,745.00","17,880.00","63,650","1,54,39,81,181.40","20,107",23728.76797405456,23122.023521923747,22179.920358397278
2023-12-04,EQ,"24,389.00","24,535.00","24,138.65","24,338.60","24,450.00",24402.8,"24,359.78","24,745.00","17,880.00","99,392","2,42,11,66,834.25","33,351",23755.200602523008,23147.385432380703,22202.03856378636
2023-12-05,EQ,"24,451.00","24,673.85","24,402.80","24,402.80","24,640.00",24608.9,"24,554.18","24,745.00","17,880.00","67,187","1,64,97,21,430.10","26,058",23788.67901026721,23176.32631490782,22225.98743379844
2023-12-06,EQ,"24,728.80","25,096.90","24,702.00","24,608.90","24,967.00",24968.5,"24,940.87","25,096.90","17,880.00","79,608","1,98,54,93,109.50","24,306",23834.94650006065,23211.81490273143,22253.2761160492
2023-12-07,EQ,"24,968.50","25,170.05","24,813.30","24,968.50","25,010.00",24975.25,"25,000.50","25,170.05","17,880.00","60,085","1,50,21,55,263.20","24,936",23879.664284372,23246.734409608034,22280.360433302445
2023-12-08,EQ,"24,995.00","25,175.70","24,756.35","24,975.25","24,793.40",24789.6,"24,983.60","25,175.70","17,880.00","70,076","1,75,07,50,727.80","29,844",23915.34803792604,23277.286203477182,22305.327991180035
2023-12-11,EQ,"24,880.00","25,120.00","24,639.00","24,789.60","25,103.10",25043.45,"24,974.70","25,175.70","17,880.00","53,937","1,34,70,60,215.70","18,739",23959.58733055639,23312.25974400239,22332.57298629267
2023-12-12,EQ,"25,043.45","25,240.75","24,802.25","25,043.45","24,900.00",24947.15,"25,018.75","25,240.75","17,880.00","64,123","1,60,42,76,992.80","22,450",23998.315278377708,23344.633808477596,22358.58867797135
2023-12-13,EQ,"24,958.40","25,080.00","24,825.00","24,947.15","25,025.00",25044.4,"24,947.86","25,240.75","17,880.00","44,572","1,11,19,76,085.00","16,873",24039.338208637408,23378.292544943382,22385.313168737805
2023-12-14,EQ,"25,144.00","25,144.00","24,750.10","25,044.40","24,799.90",24793.3,"24,836.72","25,240.75","17,880.00","1,04,726","2,60,10,50,563.90","37,611",24068.90533771045,23406.312494548463,22409.273236710564
2023-12-15,EQ,"24,850.05","24,952.15","24,220.00","24,793.30","24,412.00",24366.4,"24,377.52","25,240.75","17,880.00","1,59,541","3,88,92,14,638.75","56,468",24080.57179505514,23425.324128319786,22428.747134852747
2023-12-18,EQ,"24,450.00","24,580.60","24,299.00","24,366.40","24,300.00",24354.25,"24,389.50","25,240.75","17,880.00","66,324","1,61,76,09,037.25","19,278",24091.304273680427,23443.71870003622,22447.906367341773
2023-12-19,EQ,"24,569.80","25,705.00","24,510.90","24,354.25","25,499.00",25489.7,"25,297.53","25,705.00","17,880.00","3,52,866","8,92,66,38,271.45","84,656",24146.14332177139,23484.233181223623,22478.172970651805
2023-12-20,EQ,"25,694.00","25,778.45","25,055.20","25,489.70","25,128.00",25097.75,"25,366.54","25,778.45","17,880.00","1,44,488","3,66,51,60,839.30","45,877",24183.46123072153,23516.184009318204,22504.238413729898
2023-12-21,EQ,"25,097.75","25,248.00","24,907.70","25,097.75","25,137.85",25115.85,"25,049.71","25,778.45","17,880.00","1,10,638","2,77,14,49,645.60","32,658",24220.02549618343,23547.860563589133,22530.224598667908
2023-12-22,EQ,"25,240.00","25,409.95","25,100.00","25,115.85","25,333.10",25368.45,"25,223.00","25,778.45","17,880.00","88,828","2,24,05,08,728.95","32,857",24265.061751235065,23583.911839557662,22558.465647437384
2023-12-26,EQ,"25,486.00","25,600.00","25,365.00","25,368.45","25,550.00",25562.05,"25,501.71","25,778.45","17,880.00","61,785","1,57,56,23,060.20","20,125",24315.92403550036,23623.08289223969,22588.352058905668
2023-12-27,EQ,"25,600.00","25,767.95","25,580.50","25,562.05","25,710.00",25720.45,"25,682.73","25,778.45","17,880.00","71,416","1,83,41,57,650.50","27,624",24371.00348508858,23664.614914175538,22619.5172125484
2023-12-28,EQ,"25,869.85","26,374.00","25,775.20","25,720.45","26,221.00",26249.9,"26,137.84","26,374.00","17,880.00","1,57,772","4,12,38,18,552.55","51,501",24444.685701359616,23715.80867825127,22655.64042436384
2023-12-29,EQ,"26,250.00","26,650.00","26,145.65","26,249.90","26,643.00",26580.3,"26,421.66","26,650.00","17,880.00","1,03,408","2,73,22,10,911.10","33,667",24528.435281698454,23772.531278681938,22694.691763424897
2024-01-01,EQ,"26,650.00","27,445.25","26,640.00","26,580.30","27,364.00",27372.4,"27,082.93","27,445.25","17,880.00","1,31,610","3,56,43,84,319.00","38,182",24639.96330986714,23843.815807816947,22741.236123987837
2024-01-02,EQ,"27,500.00","27,693.00","27,024.05","27,372.40","27,268.75",27223.15,"27,296.83","27,693.00","17,880.00","1,41,577","3,86,46,02,902.50","47,239",24741.26474869588,23910.733316573045,22785.832281958104
2024-01-03,EQ,"27,345.00","27,417.30","26,573.00","27,223.15","26,620.10",26635.2,"26,871.83","27,693.00","17,880.00","1,01,346","2,72,33,52,366.35","38,372",24815.536719335258,23964.683151888432,22824.134448306784
