Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-03,EQ,135.15,137.0,134.75,134.75,136.0,135.95,136.01,147.15,87.0,"91,54,983","1,24,51,54,131.15","31,663",134.27721265710815,130.19686864899177,129.8818783412182
2023-11-06,EQ,136.95,138.0,136.0,135.95,137.7,137.65,137.04,147.15,87.0,"70,70,089","96,89,19,326.20","37,622",134.40947882741764,130.34445540841767,129.95917308409165
2023-11-07,EQ,137.55,138.95,136.7,137.65,137.75,138.05,138.11,147.15,87.0,"85,87,321","1,18,59,69,483.70","46,726",134.55224436359734,130.49704044983514,130.03967882454845
2023-11-08,EQ,137.75,141.15,137.7,138.05,140.2,140.4,140.2,147.15,87.0,"97,55,483","1,36,77,23,114.35","61,398",134.7815681140445,130.6931386587493,130.1427665974385
2023-11-09,EQ,139.95,139.95,137.6,140.4,138.0,137.95,138.3,147.15,87.0,"54,81,774","75,81,49,231.50","44,152",134.90582034486627,130.8368388833285,130.22045051189187
2023-11-10,EQ,137.5,139.1,137.05,137.95,138.85,138.8,138.35,147.15,87.0,"57,81,314","79,98,55,940.35","35,812",135.05853327251856,130.99452524207447,130.30581916351483
2023-11-12,EQ,139.95,140.3,139.3,138.8,139.5,139.6,139.73,147.15,87.0,"13,62,464","19,03,81,914.85","19,870",135.2366300069296,131.16493068282549,130.39829857482317
2023-11-13,EQ,139.15,144.2,139.05,139.6,143.2,143.4,143.01,147.15,87.0,"2,02,45,049","2,89,52,01,400.15","82,600",135.5567621635206,131.40720928316557,130.52766873825777
2023-11-15,EQ,144.5,145.4,142.5,143.4,143.25,143.05,143.5,147.15,87.0,"1,14,40,473","1,64,16,50,907.45","78,149",135.85061462769627,131.63775959439002,130.6522690493199
2023-11-16,EQ,143.25,144.35,142.2,143.05,142.65,142.6,143.07,147.15,87.0,"1,14,53,235","1,63,86,43,272.65","57,606",136.11529640700232,131.85483366182785,130.77115194435154
2023-11-17,EQ,142.85,146.5,141.8,142.6,145.95,146.1,144.54,147.15,87.0,"1,34,96,261","1,95,06,94,716.00","63,388",136.50685341064928,132.1369161635738,130.92367779565154
2023-11-20,EQ,146.4,146.75,143.15,146.1,144.1,143.85,144.49,147.15,87.0,"77,41,502","1,11,85,68,868.25","46,421",136.79481994356502,132.36885841776044,131.05229791708786
2023-11-21,EQ,144.15,144.55,142.25,143.85,143.15,142.85,143.12,147.15,87.0,"99,72,235","1,42,71,77,846.00","67,047",137.03227798499384,132.57640577582458,131.1696879875646
2023-11-22,EQ,143.25,143.45,140.15,142.85,142.1,141.85,141.71,147.15,87.0,"74,45,272","1,05,50,66,423.50","62,127",137.2212082600921,132.7600413050162,131.27595974888237
2023-11-23,EQ,141.85,142.55,139.1,141.85,139.8,139.35,139.97,147.15,87.0,"1,31,38,745","1,83,89,72,964.85","80,406",137.30469028910812,132.89053553660003,131.3562984578487
2023-11-24,EQ,139.95,142.15,137.35,139.35,140.4,140.35,140.21,147.15,87.0,"1,96,14,754","2,75,02,46,176.45","75,047",137.4241141993392,133.03824770419212,131.4457880254323
2023-11-28,EQ,141.65,141.8,140.4,140.35,141.1,141.3,141.18,147.15,87.0,"85,95,693","1,21,35,65,785.00","68,813",137.57610972093372,133.20184675955463,131.54383988587577
