Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-03,EQ,"5,357.00","5,377.05","5,316.60","5,318.40","5,371.00",5368.95,"5,359.89","5,510.00","3,520.05","4,48,715","2,40,50,64,060.10","58,903",5071.927533382506,4878.3880961619325,4590.912759592603
2023-11-06,EQ,"5,380.00","5,427.50","5,377.10","5,368.95","5,398.90",5406.85,"5,411.69","5,510.00","3,520.05","3,94,137","2,13,29,46,901.85","33,573",5085.061747759663,4888.852688317142,4599.031538104119
2023-11-07,EQ,"5,406.85","5,445.00","5,405.30","5,406.85","5,414.20",5419.0,"5,421.25","5,510.00","3,520.05","2,02,689","1,09,88,27,290.45","33,591",5098.157365494579,4899.350654885119,4607.190428272237
2023-11-08,EQ,"5,434.00","5,435.25","5,381.25","5,419.00","5,385.30",5397.6,"5,414.08","5,510.00","3,520.05","2,02,145","1,09,44,29,621.90","21,972",5109.900213906556,4909.21697855076,4615.055200130225
2023-11-09,EQ,"5,421.80","5,455.00","5,382.15","5,397.60","5,415.75",5418.9,"5,432.81","5,510.00","3,520.05","2,32,773","1,26,46,12,037.45","39,895",5122.017852576888,4919.309711648765,4623.053655850323
2023-11-10,EQ,"5,409.95","5,427.05","5,349.05","5,418.90","5,391.60",5392.05,"5,385.69","5,510.00","3,520.05","1,49,325","80,42,18,826.40","25,480",5132.607348554265,4928.670905477503,4630.705360767235
2023-11-12,EQ,"5,425.00","5,455.00","5,358.60","5,392.05","5,430.10",5442.55,"5,426.54","5,510.00","3,520.05","29,055","15,76,67,975.50","3,947",5144.761962336451,4938.846729131414,4638.783416879004
2023-11-13,EQ,"5,435.00","5,439.80","5,395.55","5,442.55","5,424.40",5425.2,"5,419.76","5,510.00","3,520.05","93,497","50,67,31,120.30","16,329",5155.759532440904,4948.477486970395,4646.608457507074
2023-11-15,EQ,"5,525.00","5,555.00","5,461.10","5,425.20","5,523.15",5536.7,"5,504.38","5,555.00","3,520.05","6,40,468","3,52,53,79,208.15","61,664",5170.698374305966,4960.125457525437,4655.465089770685
2023-11-16,EQ,"5,520.00","5,583.30","5,496.95","5,536.70","5,547.85",5550.9,"5,552.70","5,583.30","3,520.05","3,24,712","1,80,30,26,761.00","48,835",5185.608241980242,4971.823963317012,4664.374889872469
