Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2024-11-13,EQ,420.0,465.8,391.0,390.0,464.0,456.0,428.87,465.8,391.0,"11,29,60,103","48,44,52,10,912.70","9,31,202",456.0,456.0,456.0
2024-11-14,EQ,473.15,489.4,418.6,456.0,421.6,430.7,449.33,489.4,391.0,"5,61,41,395","25,22,60,93,905.10","6,27,490",455.0078431372549,455.4990099009901,455.7482587064677
2024-11-18,EQ,416.1,438.7,410.4,430.7,425.45,420.1,423.38,489.4,391.0,"2,85,79,217","12,09,98,61,607.20","3,27,882",453.6389081122645,454.7980394079012,455.3935496646124
2024-11-19,EQ,424.0,430.9,408.85,420.1,410.0,412.45,421.41,489.4,391.0,"1,24,63,968","5,25,24,46,805.40","1,50,611",452.0236568137444,453.959464370121,454.96625066297446
2024-11-21,EQ,409.0,423.7,402.0,412.45,417.0,416.85,413.63,489.4,391.0,"1,14,43,031","4,73,31,25,610.90","1,45,692",450.6442977230093,453.2246234915048,454.5869844872235
2024-11-22,EQ,414.2,419.75,410.0,416.85,415.0,416.6,414.7,489.4,391.0,"39,42,312","1,63,48,82,801.20","66,640",449.3092272240678,452.49938342236607,454.209004542077
2024-11-25,EQ,418.8,441.4,417.2,416.6,428.0,430.7,430.39,489.4,391.0,"1,16,90,777","5,03,15,36,005.45","1,52,137",448.5794536074377,452.06771246350735,453.9750840988723
2024-11-26,EQ,443.0,471.0,438.9,430.7,469.6,461.9,451.04,489.4,391.0,"1,59,42,914","7,19,09,24,752.30","1,48,241",449.1018279757735,452.26241122660616,454.0539389834607
2024-11-27,EQ,468.0,508.0,465.55,461.9,505.0,499.05,490.33,508.0,391.0,"4,03,01,929","19,76,12,64,506.80","4,26,362",451.0605798198608,453.18889813301,454.5016609836253
2024-11-28,EQ,507.4,517.0,481.05,499.05,490.25,491.5,493.1,517.0,391.0,"1,49,51,742","7,37,27,34,340.80","1,58,349",452.6464394347682,453.9475338135444,454.8698036604052
2024-11-29,EQ,489.95,493.5,454.6,491.5,470.5,470.75,468.2,517.0,391.0,"1,60,60,894","7,51,96,97,263.60","1,74,381",453.3563829863459,454.28025591624646,455.02781556428175
2024-12-02,EQ,472.0,503.65,464.35,470.75,500.95,493.7,482.49,517.0,391.0,"1,02,86,055","4,96,29,38,049.20","1,04,309",454.9384856143324,455.060844908004,455.41261341936354
2024-12-03,EQ,505.0,541.95,486.05,493.7,491.0,501.85,512.56,541.95,391.0,"2,68,79,359","13,77,72,90,186.45","2,72,368",456.77815284514287,455.9873628306177,455.8746769674296
