Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-03,EQ,"1,488.00","1,491.40","1,481.65","1,476.75","1,484.50",1483.75,"1,487.25","1,757.50","1,460.25","90,47,670","13,45,61,52,900.70","2,26,806",1542.219154618523,1573.897729390824,1583.3001605555737
2023-11-06,EQ,"1,498.00","1,498.00","1,483.00","1,483.75","1,493.80",1494.5,"1,488.25","1,757.50","1,460.25","1,27,96,865","19,04,49,45,751.70","3,86,836",1540.347815221718,1572.3254971256592,1582.4165768684534
2023-11-07,EQ,"1,494.00","1,494.00","1,477.20","1,494.50","1,490.00",1487.25,"1,484.48","1,757.50","1,460.25","2,09,76,424","31,13,90,51,244.05","5,85,794",1538.2655479581213,1570.6408338162405,1581.4696457553346
2023-11-08,EQ,"1,483.95","1,493.45","1,481.00","1,487.25","1,491.80",1491.55,"1,489.03","1,757.50","1,460.25","1,56,99,773","23,37,74,06,572.30","4,99,216",1536.4335656852538,1569.074678691166,1580.574922911998
2023-11-09,EQ,"1,486.00","1,492.60","1,483.50","1,491.55","1,486.50",1485.65,"1,487.69","1,757.50","1,460.25","1,10,58,370","16,45,14,04,289.60","2,81,527",1534.44205330544,1567.4227048556977,1579.630396315859
2023-11-10,EQ,"1,480.10","1,496.00","1,480.05","1,485.65","1,495.00",1491.5,"1,486.67","1,757.50","1,460.25","70,07,593","10,41,79,71,067.75","1,81,055",1532.7580512150305,1565.9192849575647,1578.753476949532
2023-11-12,EQ,"1,500.00","1,502.00","1,496.15","1,491.50","1,499.00",1500.0,"1,499.50","1,757.50","1,460.25","19,75,463","2,96,22,07,492.65","85,801",1531.4734217556174,1564.6139525821673,1577.9698602634671
2023-11-13,EQ,"1,492.10","1,495.95","1,485.90","1,500.00","1,489.00",1488.8,"1,490.72","1,757.50","1,460.25","1,03,02,957","15,35,88,48,457.45","3,18,892",1529.7999542357895,1563.1126861944017,1577.0825979722883
2023-11-15,EQ,"1,504.10","1,510.95","1,500.55","1,488.80","1,504.80",1504.4,"1,505.70","1,757.50","1,460.25","2,06,22,730","31,05,15,66,881.50","3,31,586",1528.803877599092,1561.9500587450077,1576.359388042216
2023-11-16,EQ,"1,509.70","1,519.00","1,503.75","1,504.40","1,508.00",1508.35,"1,511.01","1,757.50","1,460.25","1,48,56,919","22,44,90,02,896.90","2,70,257",1528.0017647520688,1560.8886714431262,1575.682677713438
2023-11-17,EQ,"1,490.00","1,507.50","1,489.00","1,508.35","1,505.00",1505.1,"1,502.48","1,757.50","1,460.25","1,18,50,937","17,80,58,35,559.30","2,98,602",1527.103656330419,1559.7839452759356,1574.980362512309
2023-11-20,EQ,"1,513.00","1,513.00","1,501.55","1,505.10","1,505.90",1505.2,"1,505.46","1,757.50","1,460.25","96,65,726","14,55,13,79,677.65","2,00,480",1526.2446894155005,1558.7030750724516,1574.2860305470124
2023-11-21,EQ,"1,519.00","1,522.00","1,512.10","1,505.20","1,518.25",1517.95,"1,517.79","1,757.50","1,460.25","1,24,79,986","18,94,19,39,824.75","2,91,918",1525.9194074776378,1557.8960834868583,1573.7254730291318
2023-11-22,EQ,"1,520.00","1,520.00","1,503.55","1,517.95","1,512.90",1512.55,"1,513.24","1,757.50","1,460.25","1,45,61,825","22,03,55,95,098.85","2,61,084",1525.3951169883187,1556.9981412395937,1573.1167618547126
2023-11-23,EQ,"1,508.50","1,523.85","1,508.50","1,512.55","1,521.70",1521.3,"1,519.21","1,757.50","1,460.25","65,23,110","9,90,99,95,976.95","1,70,796",1525.2345241652474,1556.2912473536612,1572.6011721845166
2023-11-24,EQ,"1,521.20","1,533.15","1,519.85","1,521.30","1,531.40",1532.1,"1,529.01","1,757.50","1,460.25","82,34,596","12,59,07,57,692.80","1,91,494",1525.5037585117084,1555.8122127525987,1572.1981754463625
2023-11-28,EQ,"1,535.20","1,537.25","1,525.80","1,532.10","1,530.95",1528.65,"1,531.88","1,757.50","1,460.25","1,42,44,669","21,82,11,67,498.85","2,54,566",1525.627140530857,1555.2743471535373,1571.7648602677916
2023-11-29,EQ,"1,533.90","1,563.00","1,533.00","1,528.65","1,560.30",1559.15,"1,547.46","1,757.50","1,460.25","1,70,21,244","26,33,97,38,845.55","3,14,977",1526.9417624708235,1555.351092754457,1571.6393392701025
2023-11-30,EQ,"1,569.15","1,572.45","1,542.15","1,559.15","1,556.60",1558.8,"1,555.55","1,757.50","1,460.25","3,47,45,720","54,04,86,90,749.35","3,52,886",1528.1911051190268,1555.4193879474385,1571.5115846504991
2023-12-01,EQ,"1,557.90","1,565.75","1,552.10","1,558.80","1,552.35",1555.4,"1,559.16","1,757.50","1,460.25","1,10,76,768","17,27,04,79,586.70","2,99,721",1529.2581206045552,1555.419004027687,1571.3512703753702
2023-12-04,EQ,"1,588.00","1,612.00","1,573.65","1,555.40","1,609.15",1609.4,"1,592.26","1,757.50","1,460.25","2,53,31,228","40,33,38,20,531.20","4,41,679",1532.4009394043765,1556.487934641,1571.7298646999934
2023-12-05,EQ,"1,636.50","1,639.00","1,616.50","1,609.40","1,622.00",1623.7,"1,626.07","1,757.50","1,460.25","2,61,15,410","42,46,55,36,275.85","3,97,106",1535.981294721852,1557.818866628307,1572.246980474123
2023-12-06,EQ,"1,638.45","1,638.45","1,616.65","1,623.70","1,626.30",1627.8,"1,627.41","1,757.50","1,460.25","1,93,06,530","31,41,95,73,681.05","3,40,998",1539.5820282621714,1559.2046316455685,1572.7997468375645
2023-12-07,EQ,"1,625.00","1,634.00","1,616.20","1,627.80","1,630.50",1630.45,"1,628.48","1,757.50","1,460.25","1,02,25,193","16,65,15,13,307.40","2,19,921",1543.1454781342431,1560.6154310189231,1573.3733811973898
2023-12-08,EQ,"1,630.45","1,655.00","1,630.45","1,630.45","1,653.00",1653.2,"1,648.92","1,757.50","1,460.25","1,68,64,019","27,80,74,18,190.95","3,72,167",1547.461341736822,1562.4487888205288,1574.1676759118436
2023-12-11,EQ,"1,650.05","1,663.70","1,647.00","1,653.20","1,650.00",1651.0,"1,653.00","1,757.50","1,460.25","1,15,93,810","19,16,46,09,234.90","3,76,768",1551.5216812765543,1564.2022781508151,1574.932176649039
2023-12-12,EQ,"1,654.20","1,656.25","1,631.85","1,651.00","1,634.45",1634.6,"1,645.41","1,757.50","1,460.25","1,82,90,738","30,09,58,21,186.80","3,86,854",1554.779654559827,1565.5962924448586,1575.5258863341237
2023-12-13,EQ,"1,632.45","1,636.00","1,615.10","1,634.60","1,633.80",1630.9,"1,628.14","1,757.50","1,460.25","1,46,73,457","23,89,04,10,498.90","3,52,315",1557.7647661457158,1566.889435168723,1576.0768725397545
2023-12-14,EQ,"1,646.00","1,658.95","1,645.00","1,630.90","1,650.45",1650.15,"1,651.03","1,757.50","1,460.25","1,75,86,183","29,03,53,47,300.80","3,45,239",1561.387716492943,1568.5381592247877,1576.8139185841349
2023-12-15,EQ,"1,650.00","1,668.00","1,646.60","1,650.15","1,656.05",1656.55,"1,655.35","1,757.50","1,460.25","6,94,18,565","1,14,91,20,65,107.80","4,20,832",1565.1195707481215,1570.2809679530096,1577.6073124290688
2023-12-18,EQ,"1,660.70","1,664.70","1,650.95","1,656.55","1,652.50",1655.7,"1,657.78","1,757.50","1,460.25","90,07,377","14,93,22,77,614.85","2,58,215",1568.6717444442738,1571.972433934138,1578.3843540964413
2023-12-19,EQ,"1,650.00","1,658.65","1,644.05","1,655.70","1,650.50",1652.9,"1,651.23","1,757.50","1,460.25","1,20,04,223","19,82,17,02,426.65","2,57,002",1571.9748132895963,1573.574959994848,1579.125803309412
2023-12-20,EQ,"1,658.00","1,668.95","1,644.45","1,652.90","1,644.75",1657.0,"1,662.23","1,757.50","1,460.25","1,71,16,260","28,45,12,45,154.05","4,15,287",1575.3091343370631,1575.2269409850492,1579.900670938174
2023-12-21,EQ,"1,657.00","1,689.75","1,650.25","1,657.00","1,685.00",1686.7,"1,672.87","1,757.50","1,460.25","1,82,94,620","30,60,44,91,502.45","3,85,913",1579.677403578747,1577.434328292276,1580.9633508293364
2023-12-22,EQ,"1,683.60","1,685.90","1,667.10","1,686.70","1,668.70",1670.85,"1,675.74","1,757.50","1,460.25","2,42,89,425","40,70,27,11,527.50","4,50,284",1583.2527995168357,1579.2841435736168,1581.8577453484477
2023-12-26,EQ,"1,673.25","1,685.95","1,668.55","1,670.85","1,684.10",1682.45,"1,678.46","1,757.50","1,460.25","90,22,928","15,14,45,82,177.45","2,43,596",1587.142885810293,1581.3270318196835,1582.858663305179
