Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,EMA_50,EMA_100,EMA_200
2023-11-03,EQ,579.0,600.05,578.35,577.9,593.5,595.85,591.53,600.05,336.5,"76,92,738","4,55,05,13,050.00","91,352",536.5814954729128,511.6031614196596,474.0863666610184
2023-11-06,EQ,597.65,600.2,590.4,595.85,590.75,592.0,595.11,600.2,336.5,"29,17,487","1,73,62,30,989.10","39,172",538.7547701602496,513.1951780252109,475.25963664449085
2023-11-07,EQ,592.35,596.9,586.5,592.0,591.8,592.45,591.12,600.2,336.5,"26,62,819","1,57,40,50,347.15","47,687",540.8604654480829,514.7645804405532,476.4257099117099
2023-11-08,EQ,594.0,601.4,591.0,592.45,594.15,595.9,597.01,601.4,336.5,"40,03,266","2,38,99,97,825.55","64,154",543.0188785677659,516.3712224120274,477.614508818061
2023-11-09,EQ,597.9,605.6,596.95,595.9,599.0,600.7,602.37,605.6,336.5,"54,03,880","3,25,51,45,950.15","70,913",545.2808833298143,518.0410991959476,478.8392400736027
2023-11-10,EQ,598.9,607.9,595.1,600.7,605.0,606.05,603.28,607.9,336.5,"33,78,490","2,03,81,71,222.95","48,127",547.6639859443313,519.7838497069189,480.105018779338
2023-11-12,EQ,610.7,611.45,606.75,606.05,609.0,610.35,609.87,611.45,336.5,"8,18,681","49,92,88,652.05","19,718",550.122261005338,521.5772388216334,481.4009887417327
2023-11-13,EQ,611.4,611.4,604.35,610.35,607.5,608.4,608.14,611.45,336.5,"18,98,672","1,15,46,58,265.95","35,768",552.4076625345405,523.2965014192248,482.6646604955464
2023-11-15,EQ,614.1,624.45,612.05,608.4,621.75,622.1,619.58,624.45,336.5,"38,86,884","2,40,82,53,170.90","76,374",555.1406953763232,525.2530063416164,484.0520768090236
2023-11-16,EQ,621.95,633.3,620.25,622.1,628.0,630.25,627.33,633.3,336.5,"32,06,517","2,01,15,31,307.80","42,535",558.0861583027419,527.3321547308913,485.5067825124164
2023-11-17,EQ,625.95,632.0,625.1,630.25,630.0,631.15,629.64,633.3,336.5,"24,12,089","1,51,87,52,847.60","48,246",560.951406996752,529.3879536471112,486.955968756074
2023-11-20,EQ,632.0,634.25,623.55,631.15,628.15,626.25,627.39,634.25,336.5,"32,90,059","2,06,41,48,178.70","55,495",563.5121361341343,531.3060139709307,488.3419790172076
2023-11-21,EQ,627.1,641.2,627.1,626.25,633.35,634.45,634.86,641.2,336.5,"60,52,465","3,84,24,61,582.30","94,001",566.294013148482,533.3484691398231,489.7957901712653
2023-11-22,EQ,633.85,635.5,623.5,634.45,632.2,632.55,630.24,641.2,336.5,"27,62,713","1,74,11,79,921.90","58,233",568.8922871426591,535.3128558895295,491.2162300700587
2023-11-23,EQ,634.0,640.0,633.0,632.55,636.15,636.15,636.15,641.2,336.5,"25,16,687","1,60,09,77,923.70","42,271",571.5298445096138,537.30963102043,492.6583571340383
2023-11-24,EQ,637.2,641.1,628.35,636.15,630.75,629.35,633.24,641.2,336.5,"39,63,603","2,50,98,92,401.75","42,402",573.7973015876681,539.1322125843818,494.01847298345086
2023-11-28,EQ,625.0,631.8,619.25,629.35,627.25,629.15,626.59,641.2,336.5,"45,35,901","2,84,21,44,525.80","81,984",575.9679956430537,540.9147430282554,495.36306529207326
2023-11-29,EQ,632.9,641.75,629.1,629.15,636.05,637.65,636.36,641.75,336.5,"58,51,523","3,72,36,61,594.50","76,992",578.3868977746986,542.8302926712602,496.778855687177
2023-11-30,EQ,637.65,637.95,623.2,637.65,626.5,625.85,626.29,641.75,336.5,"1,48,74,927","9,31,59,64,226.20","1,02,290",580.248195901181,544.4742472718292,498.06314568033946
2023-12-01,EQ,631.9,634.3,625.55,625.85,626.95,629.25,629.91,641.75,336.5,"34,38,389","2,16,58,65,232.25","34,834",582.1698352776052,546.1529750486247,499.36848751436594
2023-12-04,EQ,639.0,652.0,632.8,629.25,649.15,649.25,645.21,652.0,336.5,"45,88,495","2,96,05,32,495.45","76,497",584.8004299726011,548.1945002951867,500.8598458475564
2023-12-05,EQ,652.9,654.25,639.9,649.25,648.45,650.1,648.42,654.25,336.5,"34,17,071","2,21,56,81,047.30","47,699",587.361197424656,550.2124309824108,502.3448225057896
2023-12-06,EQ,650.95,660.6,650.1,650.1,654.0,652.95,655.17,660.6,336.5,"32,64,809","2,13,89,90,384.25","53,910",589.9333073295714,552.2468382896898,503.8433814858316
2023-12-07,EQ,653.1,654.55,647.3,652.95,649.6,648.6,650.01,660.6,336.5,"10,51,759","68,36,54,697.00","26,274",592.2339619440982,554.1548216898939,505.2837458491567
2023-12-08,EQ,651.0,663.9,641.45,648.6,649.25,649.9,653.02,663.9,336.5,"39,37,417","2,57,12,30,703.15","67,366",594.4953752011924,556.0507658148464,506.7227135521501
2023-12-11,EQ,654.45,673.6,653.3,649.9,665.9,667.1,667.47,673.6,336.5,"56,41,806","3,76,57,56,647.45","96,274",597.3426153893809,558.249760551186,508.3185074471537
2023-12-12,EQ,667.1,677.4,659.6,667.1,661.3,662.6,667.67,677.4,336.5,"39,98,781","2,66,98,60,451.60","80,744",599.901728511366,560.31610192641,509.8536466765352
2023-12-13,EQ,666.8,675.0,664.2,662.6,672.0,673.75,670.37,677.4,336.5,"34,26,758","2,29,71,88,724.35","51,759",602.797739157979,562.5623177298475,511.4844561623409
2023-12-14,EQ,681.7,701.95,681.05,673.75,698.15,699.5,693.82,701.95,336.5,"74,64,762","5,17,91,78,435.05","1,12,912",606.5899846811955,565.2739550025237,513.3552575935613
2023-12-15,EQ,700.0,709.0,695.0,699.5,704.4,705.3,703.25,709.0,336.5,"41,37,143","2,90,94,57,094.65","69,524",610.4609656740897,568.0467479727707,515.2651555279538
2023-12-18,EQ,702.45,705.85,693.45,705.3,697.5,697.1,699.15,709.0,336.5,"19,06,529","1,33,29,53,082.15","40,024",613.8585748633411,570.602257913904,517.074457462999
2023-12-19,EQ,699.0,702.1,691.95,697.1,697.15,698.05,697.95,709.0,336.5,"14,75,227","1,02,96,31,457.60","27,093",617.1601993785042,573.1259755789753,518.8752091300339
2023-12-20,EQ,704.0,704.0,671.7,698.05,673.0,675.35,686.63,709.0,336.5,"30,91,436","2,12,26,69,379.00","66,621",619.442152344053,575.1502136863223,520.4321722232675
2023-12-21,EQ,680.0,694.9,670.2,675.35,694.0,692.9,683.16,709.0,336.5,"58,88,251","4,02,26,14,717.75","1,04,868",622.3228522521293,577.4818926232268,522.1482700120907
2023-12-22,EQ,696.0,718.7,694.45,692.9,715.7,715.95,705.78,718.7,336.5,"58,99,551","4,16,37,91,075.65","91,316",625.9945051049871,580.2238353435589,524.076645434856
2023-12-26,EQ,719.55,722.2,711.65,715.95,714.0,714.85,716.26,722.2,336.5,"24,19,374","1,73,28,93,801.75","47,554",629.4790343165562,582.8896999902212,525.9748877688376
2023-12-27,EQ,719.0,724.45,711.4,714.85,717.0,720.45,719.82,724.45,336.5,"22,33,097","1,60,74,19,359.60","37,574",633.0465231668874,585.6136663270485,527.9099635124312
2023-12-28,EQ,721.9,729.9,715.1,720.45,728.0,728.65,725.37,729.9,336.5,"54,26,028","3,93,58,80,897.75","62,899",636.7956791211271,588.4460689740375,529.907376810815
2023-12-29,EQ,725.8,730.0,721.8,728.65,724.0,726.4,726.23,730.0,336.5,"19,95,191","1,44,89,62,399.90","36,358",640.3095740575535,591.1778299844526,531.8625272903093
2024-01-01,EQ,727.2,731.0,721.45,726.4,722.0,723.6,725.75,731.0,336.5,"14,00,824","1,01,66,49,233.80","26,541",643.5758652709828,593.8000511728793,533.7703628396596
2024-01-02,EQ,725.8,725.8,704.45,723.6,714.0,713.85,713.27,731.0,336.5,"23,94,602","1,70,80,01,235.00","45,243",646.3317136917286,596.1772778823272,535.5622000253346
2024-01-03,EQ,715.25,720.85,706.7,713.85,715.0,715.65,714.99,731.0,336.5,"18,29,817","1,30,82,97,403.85","38,564",649.0500778606804,598.5430743599048,537.3541184330428
2024-01-04,EQ,718.0,764.75,717.5,715.65,762.5,761.4,753.28,764.75,336.5,"1,33,12,567","10,02,80,55,222.05","2,28,252",653.4559571602616,601.7679639765404,539.5834306874405
2024-01-05,EQ,760.0,770.0,747.85,761.4,754.1,752.95,759.16,770.0,336.5,"59,29,704","4,50,16,09,607.85","1,18,711",657.3576843304475,604.7616676601732,541.7064811283615
2024-01-08,EQ,760.5,773.45,751.3,752.95,760.25,759.3,761.41,773.45,336.5,"44,48,637","3,38,72,41,130.45","84,196",661.3554221998417,607.8218326570014,543.8715907688753
2024-01-09,EQ,772.0,793.0,762.5,759.3,790.25,789.6,779.97,793.0,336.5,"93,48,457","7,29,15,44,068.35","1,52,757",666.3846213292596,611.4214003271599,546.316649567195
2024-01-10,EQ,790.45,800.8,777.55,789.6,795.25,796.05,788.54,800.8,336.5,"51,69,408","4,07,62,59,867.60","85,116",671.4695381398769,615.0774122018696,548.8015585267253
2024-01-11,EQ,797.5,804.9,794.35,796.05,798.2,797.45,799.89,804.9,336.5,"53,04,485","4,24,30,11,651.30","1,10,132",676.4099484089014,618.6887505741098,551.2756723722306
2024-01-12,EQ,800.0,811.4,796.25,797.45,800.35,800.55,804.35,811.4,336.5,"41,58,326","3,34,47,54,402.95","87,816",681.2781857261994,622.2899634340283,553.7560139406661
2024-01-15,EQ,802.0,815.75,798.5,800.55,804.4,805.4,805.85,815.75,336.5,"49,59,825","3,99,68,87,787.15","84,385",686.1457078545837,625.9159047521664,556.2599341999629
2024-01-16,EQ,804.4,806.35,777.15,805.4,787.1,786.85,788.42,815.75,336.5,"38,00,255","2,99,62,14,975.40","75,180",690.094895781855,629.1027185194501,558.5543627153862
2024-01-17,EQ,780.0,790.0,771.05,786.85,777.1,775.3,778.82,815.75,336.5,"61,83,356","4,81,57,27,961.20","97,419",693.4362724178607,631.9977141923323,560.7110357231934
2024-01-18,EQ,776.0,780.6,762.75,775.3,775.0,775.45,773.93,815.75,336.5,"87,27,583","6,75,45,36,235.50","1,58,145",696.6524970289249,634.8383535152564,562.8477418354005
2024-01-19,EQ,780.7,788.0,777.7,775.45,785.2,785.55,783.52,815.75,336.5,"35,19,988","2,75,79,70,305.40","80,997",700.1386736160259,637.8227425545582,565.0636847027099
2024-01-20,EQ,783.65,788.55,769.0,785.55,777.0,777.05,775.9,815.75,336.5,"39,60,173","3,07,26,90,561.30","60,622",703.1548040624564,640.5797179495174,567.1730012728323
2024-01-23,EQ,790.0,791.9,733.95,777.05,743.0,739.3,751.77,815.75,336.5,"1,99,08,675","14,96,66,75,549.95","2,72,597",704.5722627266738,642.5345750198239,568.885707727829
2024-01-24,EQ,739.95,749.0,732.3,739.3,748.0,747.4,742.8,815.75,336.5,"69,63,379","5,17,24,11,752.45","1,32,174",706.2517818354316,644.6111180887383,570.6619693424774
2024-01-25,EQ,776.0,776.0,749.3,747.4,758.0,758.65,758.9,815.75,336.5,"91,10,800","6,91,42,11,003.60","2,47,099",708.3066139203167,646.8693137701495,572.5324970107115
2024-01-29,EQ,761.0,771.7,755.25,758.65,765.35,767.35,765.09,815.75,336.5,"55,04,653","4,21,15,72,783.25","1,21,810",710.6220408254025,649.2550699331167,574.4709796275204
2024-01-30,EQ,770.5,798.7,767.0,767.35,783.0,786.9,782.87,815.75,336.5,"1,06,61,351","8,34,64,62,935.70","1,95,253",713.6133333420534,651.980712112659,576.5847012232665
2024-01-31,EQ,786.9,806.7,782.5,786.9,797.0,802.6,797.3,815.75,336.5,"79,97,614","6,37,65,23,394.25","1,73,280",717.1030065443258,654.963272268844,578.8336096688062
